,Category,Sub-category,Title,Organisation,Organisation Acronym,URL,Coverage,Resolution,Data Format,Last Update,Access to Dataset,Description,Contact,Data Update,Count
332,Vulnerability,"Biodiversity, Flora and Fauna",Biologically sensitive area,Marine Institute, ,http://data.marine.ie/geonetwork/srv/eng/catalog.search#/metadata/ie.marine.data:dataset.2756,Irish Waters,,Shapefile,2021,Direct download from the Marine Institute or Ireland's Marine Atlas websites,,,,1
333,Vulnerability,"Biodiversity, Flora and Fauna",Coastal lagoons (Site Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
334,Vulnerability,"Biodiversity, Flora and Fauna",Conservation Designations,National Parks and Wildlife Service,NPWS,https://www.npws.ie/research-projects/ecosystems-services-mapping-and-assessment/story-map-viewer-and-data-downloads,National,50m,Raster,2016,Direct free download from the website,,,,1
335,Vulnerability,"Biodiversity, Flora and Fauna",Estuaries (Site Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
336,Vulnerability,"Biodiversity, Flora and Fauna",National Parks of the Republic of Ireland,National Parks and Wildlife Service,NPWS,http://dahg.maps.arcgis.com/apps/PublicGallery/index.html?appid=aa94422d2f454ac7aab66939fb6cb34e,National, ,,2012,View data online in the NPWS Mapping Resources portal. Contact the NPWS to request the data,,,,1
337,Vulnerability,"Biodiversity, Flora and Fauna",Natura 2000 - 2012 (Copernicus Land Monitoring Programme),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,Offaly Laois border,,Shapefile,2012,Direct free download from website,,,,1
338,Vulnerability,"Biodiversity, Flora and Fauna",Natural parks,National Parks and Wildlife Service,NPWS,www.npws.ie,National, ,, ,Contact NPWS to request the data,,,,1
339,Vulnerability,"Biodiversity, Flora and Fauna",Particularly Sensitive Sea Area,International Maritime Organization,IMO,https://atlas.marine.ie/,Offshore,,Shapefile,2011,View and download data from Ireland's Marine Atlas,,,,1
340,Vulnerability,"Biodiversity, Flora and Fauna",Reefs (Site Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
341,Vulnerability,"Biodiversity, Flora and Fauna",Refuges for flora and fauna,National Parks and Wildlife Service,NPWS,www.npws.ie,National,,, ,Contact NPWS to request the data,,,,1
342,Vulnerability,"Biodiversity, Flora and Fauna",Saltmarshes (Site Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
343,Vulnerability,"Biodiversity, Flora and Fauna",Sand dune (Site Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
344,Vulnerability,"Biodiversity, Flora and Fauna",Sandbanks (Site Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
345,Vulnerability,"Biodiversity, Flora and Fauna",Sea cave (Site Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
346,Vulnerability,"Biodiversity, Flora and Fauna",Sea lamprey (Species Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
347,Vulnerability,"Biodiversity, Flora and Fauna",Vegetated sea cliff (Site Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
348,Vulnerability,"Biodiversity, Flora and Fauna",Land temporarily storing water,National Parks and Wildlife Service,NPWS,https://www.npws.ie/research-projects/ecosystems-services-mapping-and-assessment/story-map-viewer-and-data-downloads,National,50m,Raster,2016,Direct free download from the website,,,,1
349,Vulnerability,"Biodiversity, Flora and Fauna",Marine biodiversity,National Parks and Wildlife Service,NPWS,https://www.npws.ie/research-projects/ecosystems-services-mapping-and-assessment/story-map-viewer-and-data-downloads,National,50m,Raster,2016,Direct free download from the website,,,,1
350,Vulnerability,"Biodiversity, Flora and Fauna",Marine carbon (regulation of greenhouse gases (carbon)),National Parks and Wildlife Service,NPWS,https://www.npws.ie/research-projects/ecosystems-services-mapping-and-assessment/story-map-viewer-and-data-downloads,National,50m,Raster,2016,Direct free download from the website,,,,1
351,Vulnerability,"Biodiversity, Flora and Fauna",Marine food provision,National Parks and Wildlife Service,NPWS,https://www.npws.ie/research-projects/ecosystems-services-mapping-and-assessment/story-map-viewer-and-data-downloads,National,50m,Raster,2016,Direct free download from the website,,,,1
352,Vulnerability,"Biodiversity, Flora and Fauna",Soil carbon (regulation of greenhouse gases (carbon)),National Parks and Wildlife Service,NPWS,https://www.npws.ie/research-projects/ecosystems-services-mapping-and-assessment/story-map-viewer-and-data-downloads,National,50m,Raster,2016,Direct free download from the website,,,,1
353,Vulnerability,"Biodiversity, Flora and Fauna",Terrestrial biodiversity,National Parks and Wildlife Service,NPWS,https://www.npws.ie/research-projects/ecosystems-services-mapping-and-assessment/story-map-viewer-and-data-downloads,National,50m,Raster,2016,Direct free download from the website,,,,1
354,Vulnerability,"Biodiversity, Flora and Fauna",Terrestrial food provision,National Parks and Wildlife Service,NPWS,https://www.npws.ie/research-projects/ecosystems-services-mapping-and-assessment/story-map-viewer-and-data-downloads,National,50m,Raster,2016,Direct free download from the website,,,,1
355,Vulnerability,"Biodiversity, Flora and Fauna",Vegetation carbon (regulation of greenhouse gases (carbon)),National Parks and Wildlife Service,NPWS,https://www.npws.ie/research-projects/ecosystems-services-mapping-and-assessment/story-map-viewer-and-data-downloads,National,50m,Raster,2016,Direct free download from the website,,,,1
356,Vulnerability,"Biodiversity, Flora and Fauna",Biodiversity database (habitat descriptions and codes for 20% of its estate designated for nature conservation and biodiversity enhancement),Coillte Teoranta, ,https://www.coillte.ie/our-forests/public-goods/biodiversity/,National,,, ,Contact Coillte to request the data Copyright and usability restrictions may apply.,,,,1
357,Vulnerability,"Biodiversity, Flora and Fauna",Forests – 2015 (Copernicus Land Monitoring Programme),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,20m ,Raster,2015,Direct free download from website,,,,1
358,Vulnerability,"Biodiversity, Flora and Fauna",Grassland (Copernicus Land Monitoring Programme),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,20m ,Raster,2015,Direct free download from website,,,,1
359,Vulnerability,"Biodiversity, Flora and Fauna",Grassland monitoring project (Annex I in Natura 2000 sites),National Parks and Wildlife Service,NPWS,https://www.npws.ie,National,,,2006,Contact NPWS to request the data,,,,1
360,Vulnerability,"Biodiversity, Flora and Fauna",Habitat indicator map,Teagasc, ,https://www.teagasc.ie,National,,,1995,Contact Teagasc to request the data,,,,1
361,Vulnerability,"Biodiversity, Flora and Fauna",Habitat mapping,Local Authorities, , ,Some counties,,, ,Contact the Local Authorities to request the data,,,,1
362,Vulnerability,"Biodiversity, Flora and Fauna",Lagoon database,National Parks and Wildlife Service,NPWS,https://www.npws.ie,"Cavan, Cork, Leitrim, Longford, Monaghan, Offaly, Roscommon, Waterford",,,1996-2006,Contact NPWS to request the data,,,,1
363,Vulnerability,"Biodiversity, Flora and Fauna",Limestone pavement survey,National Parks and Wildlife Service,NPWS,http://www.npws.ie/maps-and-data/habitat-and-species-data,National,,,2008-ongoing,Direct free download from the NPWS website,,,,1
364,Vulnerability,"Biodiversity, Flora and Fauna",NPWS rare and threatened species database,National Parks and Wildlife Service,NPWS,https://www.npws.ie,National,,,Ongoing,Contact NPWS to request the data,,,,1
365,Vulnerability,"Biodiversity, Flora and Fauna",Overall conservation status of listed habitats (Article 17),National Parks and Wildlife Service,NPWS,https://www.npws.ie/article-17-reports-0,National, ,,2014,Download the report from the NPWS website,,,,1
366,Vulnerability,"Biodiversity, Flora and Fauna",Overall conservation status of listed species (Article 17),National Parks and Wildlife Service,NPWS,https://www.npws.ie/article-17-reports-0,National, ,,2014,Download the report from the NPWS website,,,,1
367,Vulnerability,"Biodiversity, Flora and Fauna",Riparian Zones - Land Cover - 2012 (Copernicus Land Monitoring Programme),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,Shapefile,2012,Direct free download from website,,,,1
368,Vulnerability,"Biodiversity, Flora and Fauna",Riparian Zones - Green Linear Elements - 2012 (Copernicus Land Monitoring Programme),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,Shapefile,2012,Direct free download from website,,,,1
369,Vulnerability,Education,Persons (+15 years) with primary education,Central Statistics Office,CSO,http://www.cso.ie/px/pxeirestat/statire/SelectTable/Omrade0.asp?PLanguage=0,National,,,2016,Download the data from the CSO website,,,,1
370,Vulnerability,Education,Persons (+15 years) with secondary education,Central Statistics Office,CSO,http://www.cso.ie/px/pxeirestat/statire/SelectTable/Omrade0.asp?PLanguage=0,National,,,2016,Download the data from the CSO website,,,,1
371,Vulnerability,Education,"Persons (+15 years) with tertiary education (Degree, Postgraduate, PhD)",Central Statistics Office,CSO,http://www.cso.ie/px/pxeirestat/statire/SelectTable/Omrade0.asp?PLanguage=0,National,,,2016,Download the data from the CSO website,,,,1
372,Vulnerability,Energy,Energy consumption,Sustainable Energy Authority of Ireland,SEAI,www.seai.ie,National, ,,Annually,Contact SEAI to request the data,,,,1
373,Vulnerability,Energy,Energy rating (research tool),Sustainable Energy Authority of Ireland,SEAI,https://www.seai.ie/resources/tools/,National,,, ,Users must register with SEAI first to view data online in the SEAI website. Contact the SEAI to request the data,,,,1
374,Vulnerability,Energy,Gas network,Bord Gais Energy, ,https://www.bordgaisenergy.ie/,National, ,, ,Contact Bord Gais and/or Gas Networks Ireland  to request the data. Copyright and usability restrictions may apply.,,,,1
375,Vulnerability,Energy,Petroleum exploration and production authorisations,Marine Institute, ,https://atlas.marine.ie/,Irish Waters,,,2015,View and download data from Ireland's Marine Atlas,,,,1
376,Vulnerability,Energy,Primary energy production,Sustainable Energy Authority of Ireland,SEAI,https://www.seai.ie/resources/energy-data/,National, ,,1990-2015 and 2016-2030 projected,Contact SEAI to request the data,,,,1
377,Vulnerability,Environment,Sky view factor,World Urban Database and Access Portal Tools,WUDAPT,https://www.wudapt.org/lcz-maps/,Europe,100m,Raster,2019,https://figshare.com/articles/dataset/European_LCZ_map/13322450,,,,1
378,Vulnerability,Environment,Subsoil Permeability Map,Geological Survey Ireland,GSI,https://www.gsi.ie/en-ie/data-and-maps/Pages/Groundwater.aspx#Per,National,,Shapefile,2015,https://www.gsi.ie/en-ie/data-and-maps/Pages/Groundwater.aspx#Per,"Generalised asessment of subsoils permeabillity, which is a composite layer of the groundwater vulnerability to contamination maps (part of the Groundwater Protection Schemes)",,,1
379,Vulnerability,Environment,Quaternary geology map,Geological Survey Ireland,GSI,https://www.gsi.ie/en-ie/data-and-maps/Pages/Quaternary.aspx,National,,,2020,https://www.gsi.ie/en-ie/data-and-maps/Pages/Quaternary.aspx,Quaterary subsoils by type and morphology,,,1
380,Vulnerability,Environment,Ground instability ,Geological Survey Ireland,GSI,https://secure.dccae.gov.ie/arcgis/rest/services/PANGEO,cork & dublin,,,2013,https://secure.dccae.gov.ie/arcgis/rest/services/PANGEO,show and describe areas of potential or observed ground instabilities,,,1
381,Vulnerability,Environment,Soils wet/dry,Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,, ,Direct free download from website,,,,1
382,Vulnerability,Environment,Organic Matter in soil (soil carbon proxy),Geological Survey Ireland,GSI,https://www.gsi.ie/en-ie/data-and-maps/Pages/Geochemistry.aspx,Regional,,,2020,: https://www.gsi.ie/en-ie/data-and-maps/Pages/Geochemistry.aspx,Measurement of organic matter in shallow soil (5-20cm) depth at a density of one sample per 4 square km over the northern 50% of the country. Due for national completion c 2028 and ongoing research. ,,,1
383,Vulnerability,Environment,Land cover,ESRI,,https://www.arcgis.com/home/item.html?id=d6642f8a4f6d4685a24ae2dc0c73d4ac,Europe,10m,Raster,2021,https://www.arcgis.com/home/item.html?id=d6642f8a4f6d4685a24ae2dc0c73d4ac,This layer displays a global map of land use/land cover (LULC). The map is derived from ESA Sentinel-2 imagery at 10m resolution. It is a composite of LULC predictions for 10 classes throughout the year in order to generate a representative snapshot of 2020.,,,1
384,Vulnerability,Environment,Imperviousness,Copernicus,,https://land.copernicus.eu/pan-european/high-resolution-layers/imperviousness,Europe,100m,Raster,2018,https://land.copernicus.eu/pan-european/high-resolution-layers/imperviousness,,,,1
385,Vulnerability,Environment,Built up,Copernicus,,https://land.copernicus.eu/pan-european/high-resolution-layers/imperviousness/status-maps/impervious-built-up-2018?tab=metadata,Europe,10m,Raster,2018,https://land.copernicus.eu/pan-european/high-resolution-layers/imperviousness/status-maps/impervious-built-up-2018,,,,1
386,Vulnerability,Environment,Slope,Copernicus,,https://land.copernicus.eu/imagery-in-situ/eu-dem/eu-dem-v1-0-and-derived-products,Europe,25m,Raster,2016,https://land.copernicus.eu/imagery-in-situ/eu-dem/eu-dem-v1-0-and-derived-products,,,,1
387,Vulnerability,Environment,DEM,Copernicus,,https://land.copernicus.eu/imagery-in-situ/eu-dem/eu-dem-v1-0-and-derived-products,Europe,25m,Raster,2016,https://land.copernicus.eu/imagery-in-situ/eu-dem/eu-dem-v1-0-and-derived-products,,,,1
388,Vulnerability,Environment,Hillshade,Copernicus,,https://land.copernicus.eu/imagery-in-situ/eu-dem/eu-dem-v1-0-and-derived-products,Europe,25m,Raster,2016,https://land.copernicus.eu/imagery-in-situ/eu-dem/eu-dem-v1-0-and-derived-products,,,,1
389,Vulnerability,Environment,Height Above Nearest Drainage (HAND),Geological Survey Ireland,GSI,https://www.gsi.ie/en-ie/Pages/default.aspx,National,5m ,Raster,2021,Have to request,Dataset is currently being developed by GSI. It represents the height difference between the elevation of any area and the closest water course.,Ted.McCormack@gsi.ie,,1
390,Vulnerability,Environment,Coastal Vulnerability Index,Geological Survey Ireland,GSI,https://www.gsi.ie/en-ie/programmes-and-projects/marine-and-coastal-unit/projects/Pages/Coastal-Vulnerability-Index.aspx,Dublin/pilot sites and then rolled out nationally,,,2021,on going,Map showing coastal vulnerability to erosion and flood inundation due to sea level rise. Coastal Vulnerability Index map for the Dublin area. Ranking represents level of vulnerability for each point of the coast (100m spacing).,,,1
391,Vulnerability,Environment,Coastal vulnerability maps (including sediment fluxes),Geological Survey Ireland,GSI,https://www.gsi.ie/,National seabed, ,, ,Contact GSI. ,See also: https://www.gsi.ie/en-ie/programmes-and-projects/marine-and-coastal-unit/projects/Pages/Coastal-Vulnerability-Index.aspx,,,1
392,Vulnerability,Environment,Groundwater vulnerability,Geological Survey Ireland,GSI,https://www.gsi.ie/en-ie/data-and-maps/Pages/Groundwater.aspx#Vulnerability,National,,,2015,Direct free download from website,,,,1
393,Vulnerability,Human Health and Well-being,Deaths,Central Statistics Office,CSO,https://statbank.cso.ie/px/pxeirestat/Statire/SelectVarVal/Define.asp?maintable=VSA09&PLanguage=0,National,,,"1996, 2002, 2005, 2011 and 2016",Download the data from the website,,,,1
394,Vulnerability,Human Health and Well-being,Diseases occurrence,Health Service Executive,HSE,https://www.healthatlasireland.ie/,National,,, ,Contact HSE to request access to Health Atlas (healthatlasireland@hse.ie),,,,1
395,Vulnerability,Human Health and Well-being,General health (per age cohort),Central Statistics Office,CSO,http://www.cso.ie/px/pxeirestat/statire/SelectTable/Omrade0.asp?PLanguage=0,National,,,"1996, 2002, 2005, 2011 and 2016",View 2011 and 2016 data online in the AIRO website. Download the data from the CSO and the AIRO websites,,,,1
396,Vulnerability,Human Health and Well-being,GP locations,Health Service Executive,HSE,https://www.healthatlasireland.ie/,National, ,, ,Contact HSE to request access to Health Atlas (healthatlasireland@hse.ie),,,,1
397,Vulnerability,Human Health and Well-being,Homelessness,"Department of Housing, Local Government and Heritage",DHPLG,http://www.housing.gov.ie/housing/homelessness/other/homelessness-data,National, ,,"2014, 2015, 2016, 2017, 2018, 2022",Download current data from the DHPLG website and other homeless data from CSO.,,,,1
398,Vulnerability,Human Health and Well-being,Hospitals,Health Service Executive,HSE,https://data.gov.ie/dataset/list-of-hospitals-in-ireland,National, ,,2017,Download from the Government website,,,,1
399,Vulnerability,Human Health and Well-being,Hospital beds,Health Service Executive,HSE,https://health.gov.ie/wp-content/uploads/2018/01/Key-Trends.pdf ,National, ,,2020,Contact the HSE to request data. Copyright and usability restrictions may apply. Health in Ireland Key Trends 2017 report can be downloaded from https://health.gov.ie/publications-research/statistics/,,,,1
400,Vulnerability,Human Health and Well-being,Life expectancy,Central Statistics Office,CSO,https://www.cso.ie/en/releasesandpublications/er/ilt/irishlifetablesno162010-2012/ ,National, ,,2010 - 2012,Contact the CSO and Department of Health for data.,,,,1
401,Vulnerability,Human Health and Well-being,Patient admissions in hospitals,Health Service Executive,HSE,https://health.gov.ie/publications-research/statistics/,National, ,,2017,Contact the HSE to request the data. Copyright and usability restrictions may apply. Health in Ireland Key Trends 2017 report can be downloaded from https://health.gov.ie/publications-research/statistics/,,,,1
402,Vulnerability,Human Health and Well-being,Patient discharges from hospitals,Health Service Executive,HSE,https://health.gov.ie/publications-research/statistics/,National, ,,2017,Contact the HSE to request the data. Copyright and usability restrictions may apply. Health in Ireland Key Trends 2017 report can be downloaded from https://health.gov.ie/publications-research/statistics/,,,,1
403,Vulnerability,Human Health and Well-being,Persons (+15 years) with disability,Central Statistics Office,CSO,http://www.cso.ie/px/pxeirestat/statire/SelectTable/Omrade0.asp?PLanguage=0 ,National,,,"1996, 2002, 2005, 2011 and 2016",Download the data from the CSO websites,,,,1
404,Vulnerability,Human Health and Well-being,Population with disability (per age cohort),Central Statistics Office,CSO,http://www.cso.ie/px/pxeirestat/statire/SelectTable/Omrade0.asp?PLanguage=0 ,National,,,2016,Download the data from the CSO website,,,,1
405,Vulnerability,Hydrology and Water Quality,WFD River Waterbody Status 2013 - 2018,Environmental Protection Agency,EPA,https://gis.epa.ie/EPAMaps/SewageTreatment?easting=&northing=&lid=EPA:SIIF_AllPriorityUrban,National,,Shapefile,2019,https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/aa9593f8-e041-4984-afee-625beb61b67b,This table contains all the River Waterbody Status results recorded in accordance with European Communities (Water Policy) Regulations 2003 (SI no. 722/2003),gis@edenireland.ie,,1
406,Vulnerability,Hydrology and Water Quality,WFD Lake Waterbody Status 2013 - 2018,Environmental Protection Agency,EPA,https://gis.epa.ie/EPAMaps/SewageTreatment?easting=&northing=&lid=EPA:SIIF_AllPriorityUrban,National,,Shapefile,2019,https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/b0f258c3-4ce8-4a4d-9549-316490a59b28,This dataset contains the status results for lake waterbodies (LWB) monitored as part of the EU Water Framework Directive (2000/60/EC) with the objectives to achieve or maintain at least good ecological status and good chemical status,gis@edenireland.ie,,1
407,Vulnerability,Hydrology and Water Quality,WFD Coastal Waterbody Status 2013 - 2018,Environmental Protection Agency,EPA,https://gis.epa.ie/EPAMaps/SewageTreatment?easting=&northing=&lid=EPA:SIIF_AllPriorityUrban,National,,Shapefile,2019,https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/603d5978-aecb-4351-9b92-15cf598cbace,This dataset contains all the Coastal Waterbody Status results recorded in accordance with European Communities (Water Policy) Regulations 2003 (SI No. 722/2003).,gis@edenireland.ie,,1
408,Vulnerability,Hydrology and Water Quality,WFD Transitional Waterbody Status 2013 - 2018,Environmental Protection Agency,EPA,https://gis.epa.ie/EPAMaps/SewageTreatment?easting=&northing=&lid=EPA:SIIF_AllPriorityUrban,National,,Shapefile,2019,https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/3363af8f-a652-4388-abc8-24d305e5d5d0,This dataset contains all the Transitional Waterbody Status results recorded in accordance with European Communities (Water Policy) Regulations 2003 (SI no. 722/2003),gis@edenireland.ie,,1
409,Vulnerability,Hydrology and Water Quality,WFD Groundwater Waterbody Status 2013 – 2018,Environmental Protection Agency,EPA,https://gis.epa.ie/EPAMaps/SewageTreatment?easting=&northing=&lid=EPA:SIIF_AllPriorityUrban,National,,Shapefile,2019,https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/0cb4c727-2c98-457b-83c3-f2b1a957912e,This dataset contains status results based on the assessment of groundwater chemical and quantitative figures in Ireland.,gis@edenireland.ie,,1
410,Vulnerability,Hydrology and Water Quality,Bathing water locations and compliance,Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,,"2017, 2018",Up-to-date results available on https://www.beaches.ie/. Direct free download from EPA website,,,,1
411,Vulnerability,Hydrology and Water Quality,Bedrock faults,Geological Survey Ireland,GSI,https://www.gsi.ie/en-ie/data-and-maps/Pages/Bedrock.aspx#1M,National,,,"2003, 2013",View the data in the GSI website and download.,,,,1
412,Vulnerability,Hydrology and Water Quality,Bedrock aquifers,Geological Survey Ireland,GSI,https://www.gsi.ie/en-ie/data-and-maps/Pages/Groundwater.aspx#AquiferBedrock,National,,,2015,Direct free download from website,,,,1
413,Vulnerability,Hydrology and Water Quality,Biological Q stations (water quality and monitoring),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,Shapefile,2017,Direct free download from website,,,,1
414,Vulnerability,Hydrology and Water Quality,Biological Q values (water quality and monitoring),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,Shapefile,2017,Direct free download from website,,,,1
415,Vulnerability,Hydrology and Water Quality,Canal Water Bodies ,Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,Shapefile,2020,Direct free download from website,,,,1
416,Vulnerability,Hydrology and Water Quality,Coastal water bodies (WFD),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National, ,Shapefile,2017,Direct free download from website,,,,1
417,Vulnerability,Hydrology and Water Quality,Coastal water quality (including estuaries) (water quality and monitoring),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National, ,Shapefile,2010-2012,Direct free download from website,,,,1
418,Vulnerability,Hydrology and Water Quality,Coastal water status (WFD),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,Shapefile,"2007, 2009, 2010, 2012, 2015",Direct free download from website,,,,1
419,Vulnerability,Hydrology and Water Quality,Contaminants in biota monitoring (marine),Marine Institute, ,https://atlas.marine.ie/,Irish Waters,,Shapefile,2017,View and download data from Ireland's Marine Atlas website,,,,1
420,Vulnerability,Hydrology and Water Quality,Contaminants in sediments monitoring (marine),Marine Institute, ,https://atlas.marine.ie/,Irish Waters,,Shapefile,2017,View and download data from Ireland's Marine Atlas website,,,,1
421,Vulnerability,Hydrology and Water Quality,Contaminants in water monitoring (marine),Marine Institute, ,https://atlas.marine.ie/,Irish Waters,,Shapefile,2017,View and download data from Ireland's Marine Atlas website,,,,1
422,Vulnerability,Hydrology and Water Quality,Groundwater bodies (WFD),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National, ,,2016,Direct free download from website,,,,1
423,Vulnerability,Hydrology and Water Quality,Groundwater faecal coliform,Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National, ,,"2007, 2009, 2014",Direct free download from website,,,,1
424,Vulnerability,Hydrology and Water Quality,Groundwater levels pre-WFD (water quality and monitoring),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National, ,,2016,Direct free download from website,,,,1
425,Vulnerability,Hydrology and Water Quality,Groundwater monitoring stations  (water quality and monitoring),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,Shapefile,2016,Direct free download from website,,,,1
426,Vulnerability,Hydrology and Water Quality,Groundwater recharge,Geological Survey Ireland,GSI,https://www.gsi.ie/en-ie/data-and-maps/Pages/Groundwater.aspx#Recharge,National,,Shapefile,2015,Direct free download from website,,,,1
427,Vulnerability,Hydrology and Water Quality,Groundwater source protection areas,Geological Survey Ireland,GSI,https://www.gsi.ie/en-ie/data-and-maps/Pages/Groundwater.aspx#SPA, ,,Shapefile,2015,Direct free download from website,,,,1
428,Vulnerability,Hydrology and Water Quality,Groundwater status (WFD),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,,"2007, 2009, 2010, 2012, 2015",Direct free download from website,,,,1
429,Vulnerability,Hydrology and Water Quality,Karst tracer lines,Geological Survey Ireland,GSI,https://www.gsi.ie/en-ie/data-and-maps/Pages/Groundwater.aspx#KarstTracerLines,National,,,2017,Direct free download from website,,,,1
430,Vulnerability,Hydrology and Water Quality,Groundwater water quality,Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,,2007-2014,Direct free download from website,,,,1
431,Vulnerability,Hydrology and Water Quality,Groundwater wells and springs,Geological Survey Ireland,GSI,https://www.gsi.ie/en-ie/data-and-maps/Pages/Groundwater.aspx#Wells,National,,Shapefile,1999,Direct free download from website (for an area of interest),,,,1
432,Vulnerability,Hydrology and Water Quality,Groundwater zones of contribution (water quality and monitoring),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,, ,Direct free download from website,,,,1
433,Vulnerability,Hydrology and Water Quality,Historic and current river water quality (Q values),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,,Regularly,Direct free download from website,,,,1
434,Vulnerability,Hydrology and Water Quality,Irish designated sea area,Flanders Marine Institute (VLIZ),VLIZ,https://www.marineregions.org/sources.php,Irish Waters,,,2017,Direct free download from website,,,,1
435,Vulnerability,Hydrology and Water Quality,Lake status (WFD),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,,"2007, 2009, 2010, 2012, 2015",Direct free download from website,,,,1
436,Vulnerability,Hydrology and Water Quality,Lake water bodies (WFD),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,,2017,Direct free download from website,,,,1
437,Vulnerability,Hydrology and Water Quality,Lake water quality,Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,,"2000-2003, 2007-2009",Direct free download from website,,,,1
438,Vulnerability,Hydrology and Water Quality,Lakes (OSI geometric network) (Water/WFD),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,,2017,Direct free download from website,,,,1
439,Vulnerability,Hydrology and Water Quality,Marine water quality,Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,,2004-2006; 2007-2009,Direct free download from website,,,,1
440,Vulnerability,Hydrology and Water Quality,Marine water status (WFD),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,,2017,Direct free download from website,,,,1
441,Vulnerability,Hydrology and Water Quality,"Register of Protected Areas – WFD RPA: beaches, habitat rivers (e.g. salmonid waters, freshwater pearl mussel), nutrient sensitivity lakes/estuaries and shellfish areas",Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,,2017,Direct free download from website,,,,1
442,Vulnerability,Hydrology and Water Quality,River (OSI geometric network),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,,2020,Direct free download from website,,,,1
443,Vulnerability,Hydrology and Water Quality,River catchments and River Basin Districts (RBDs),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,,2017,Direct free download from website,,,,1
444,Vulnerability,Hydrology and Water Quality,River stations (chemical),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,Shapefile, ,Direct free download from website,,,,1
